id,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2_5,air_quality_PM10,air_quality_us_epa_index,air_quality_gb_defra_index
34578,370.5,65.1,16.3,7.8,23.6,25.2,2,2
34579,253.7,79.4,0.9,1.6,2.7,5.2,1,1
34580,370.5,50.8,26.1,7.0,17.7,23.7,2,2
34581,237.0,77.3,0.1,0.1,0.5,0.7,1,1
34582,1375.2,37.2,38.7,22.7,84.3,117.5,4,10
34583,28198.199,0.0,165.9,94.4,762.9,919.8,6,10
34584,3150.9,0.0,287.9,358.6,49.9,60.2,3,6
34585,407.2,39.0,52.8,55.8,8.7,25.1,1,1
34586,240.3,75.1,5.5,2.5,2.2,4.6,1,1
34587,250.3,71.5,23.7,4.2,13.1,18.8,1,2
34588,370.5,65.1,16.3,7.8,23.6,25.2,2,2
34589,474.0,110.2,4.9,11.3,7.7,12.5,1,1
34590,260.4,87.3,7.5,8.0,0.5,1.3,1,1
34591,253.7,55.8,29.8,6.1,14.2,19.5,1,2
34592,287.1,75.1,10.6,22.2,8.5,9.0,1,1
34593,2323.2,3.7,35.0,9.2,86.3,129.0,4,10
34594,207.0,15.7,0.0,0.2,1.1,2.3,1,1
34595,270.4,110.2,16.1,7.0,21.4,73.4,2,2
34596,474.0,47.9,48.0,13.8,20.3,23.3,2,2
34597,1161.6,19.5,9.1,1.2,48.3,62.8,3,6
34598,487.3,15.2,19.5,3.1,19.3,25.3,2,2
34599,267.0,104.4,8.6,17.2,26.6,49.7,2,3
34600,240.3,68.7,2.7,3.0,9.0,9.8,1,1
34601,273.7,39.0,0.2,0.1,11.3,16.1,1,1
34602,454.0,44.0,2.0,0.6,34.1,36.0,2,3
34603,403.9,17.5,25.0,1.9,14.9,16.1,1,2
34604,390.5,17.7,18.9,2.7,16.0,25.7,2,2
34605,303.8,48.6,24.0,4.1,13.5,15.3,1,2
34606,567.4,9.0,4.2,2.4,7.9,13.8,1,1
34607,283.7,10.0,1.2,0.5,1.5,2.9,1,1
34608,14953.6,0.0,205.6,141.1,239.2,270.1,5,10
34609,313.8,91.6,0.4,0.3,13.9,18.0,1,2
34610,300.4,64.4,0.3,0.4,43.4,118.2,3,5
34611,230.3,98.7,2.4,2.0,21.5,78.9,2,2
34612,212.0,38.6,0.0,0.3,2.2,7.1,1,1
34613,300.4,57.2,0.9,0.8,57.0,354.1,3,7
34614,217.0,26.8,2.1,2.2,1.4,5.2,1,1
34615,1869.2,98.7,85.0,94.4,80.3,98.5,4,10
34616,201.9,44.4,0.0,0.4,2.6,7.0,1,1
34617,293.7,70.1,18.9,7.2,4.0,4.4,1,1
34618,383.9,34.3,26.7,3.7,7.8,9.5,1,1
34619,1068.1,14.0,60.3,116.4,80.6,84.3,4,10
34620,223.6,67.2,2.6,1.0,2.5,3.0,1,1
34621,233.7,95.8,0.4,0.4,1.8,4.8,1,1
34622,293.7,26.8,1.8,1.4,3.8,8.1,1,1
34623,1001.4,27.5,13.2,2.6,52.8,66.5,3,6
34624,257.0,30.4,0.3,0.6,5.5,6.9,1,1
34625,313.8,35.4,7.9,1.5,55.3,62.2,3,7
34626,1508.7,48.6,35.3,10.9,88.8,187.2,4,10
34627,373.8,1.5,58.3,2.5,8.9,10.2,1,1
34628,205.3,23.3,0.8,0.3,0.6,1.1,1,1
34629,250.3,76.5,1.0,2.3,2.3,4.0,1,1
34630,680.9,88.0,6.4,3.0,56.6,133.1,3,7
34631,474.0,43.6,4.2,0.4,46.9,99.8,3,5
34632,627.5,36.5,37.4,66.8,34.1,44.2,2,3
34633,227.0,85.8,5.3,15.7,7.2,9.2,1,1
34634,260.4,46.5,11.1,5.0,4.0,5.0,1,1
34635,257.0,123.0,0.7,1.6,14.3,35.7,1,2
34636,2536.8,0.1,97.3,6.6,125.4,175.7,4,10
34637,200.3,68.0,0.0,0.2,2.5,5.3,1,1
34638,196.9,2.6,0.1,0.0,0.5,0.5,1,1
34639,260.4,60.1,2.1,5.4,2.4,6.9,1,1
34640,480.7,9.9,45.2,24.8,63.1,65.6,3,8
34641,257.0,5.1,0.0,0.0,0.5,0.5,1,1
34642,307.1,48.6,7.6,6.6,6.5,20.7,1,1
34643,934.6,42.9,28.1,14.7,22.7,39.3,2,2
34644,660.9,0.0,45.2,41.5,40.2,57.9,2,4
34645,240.3,82.3,1.7,0.6,1.3,3.3,1,1
34646,330.5,52.2,77.5,22.2,22.9,57.7,2,2
34647,293.7,70.1,7.4,0.8,9.1,14.4,1,1
34648,447.3,19.0,68.6,39.6,22.7,29.6,2,2
34649,667.6,10.6,7.1,1.4,16.2,29.6,2,2
34650,230.3,60.1,0.4,0.5,2.3,6.6,1,1
34651,230.3,60.8,0.0,0.1,1.7,6.3,1,1
34652,223.6,68.0,0.3,0.4,1.8,6.2,1,1
34653,237.0,8.1,0.8,0.4,1.2,2.2,1,1
34654,280.4,83.0,5.0,0.9,5.6,8.1,1,1
34655,191.9,65.8,1.6,0.1,0.5,0.6,1,1
34656,327.1,57.9,56.2,72.5,25.5,92.2,2,3
34657,213.6,79.4,0.7,0.7,75.8,431.0,4,10
34658,260.4,78.0,5.3,8.2,7.0,12.1,1,1
34659,290.4,23.6,3.0,4.2,2.6,4.0,1,1
34660,263.7,60.1,0.1,0.1,68.2,215.7,4,9
34661,410.6,17.0,19.5,7.5,5.9,12.7,1,1
34662,267.0,50.1,10.3,3.6,10.3,12.4,1,1
34663,427.3,33.6,30.5,0.8,10.3,14.9,1,1
34664,217.0,13.6,2.7,1.5,0.7,0.8,1,1
34665,310.4,42.2,0.8,0.7,8.1,19.2,1,1
34666,357.2,34.3,14.1,13.5,5.8,11.7,1,1
34667,454.0,19.3,66.5,19.8,17.8,22.7,2,2
34668,200.3,79.4,0.2,0.1,19.2,66.7,2,2
34669,607.5,11.1,65.8,3.9,9.6,12.7,1,1
34670,814.4,26.8,29.5,13.8,17.1,22.1,2,2
34671,283.7,104.4,2.9,1.6,17.0,72.1,2,2
34672,223.6,45.4,0.0,0.1,2.7,6.0,1,1
34673,467.3,18.4,43.5,22.7,8.6,12.3,1,1
34674,330.5,34.3,17.8,3.4,19.7,21.1,2,2
34675,227.0,88.0,9.7,6.5,6.4,16.6,1,1
34676,300.4,47.9,5.1,10.5,2.8,3.5,1,1
34677,280.4,14.5,0.7,0.2,1.9,4.8,1,1
34678,1174.9,2.3,42.8,29.3,35.9,59.5,2,3
34679,380.5,34.0,1.0,0.2,1.4,1.4,1,1
34680,280.4,60.8,5.6,0.5,2.4,3.2,1,1
34681,201.9,8.9,0.4,0.4,0.6,1.3,1,1
34682,217.0,73.0,0.6,0.5,2.3,7.1,1,1
34683,240.3,74.4,1.4,0.3,0.7,1.3,1,1
34684,961.3,0.0,82.9,63.9,82.0,93.1,4,10
34685,250.3,95.8,7.9,5.0,17.6,72.7,2,2
34686,220.3,13.4,0.0,0.1,0.6,1.4,1,1
34687,1001.4,20.2,8.0,4.1,30.7,46.4,2,3
34688,280.4,56.5,16.6,13.0,12.9,18.1,1,2
34689,233.7,130.2,0.4,3.9,14.1,29.1,1,2
34690,280.4,37.9,36.0,13.2,2.7,3.5,1,1
34691,340.5,51.5,15.3,0.4,3.8,4.9,1,1
34692,260.4,48.6,3.8,9.1,2.7,4.6,1,1
34693,921.3,0.0,112.4,8.4,43.4,52.1,3,5
34694,195.3,22.7,0.1,0.1,1.2,1.9,1,1
34695,253.7,79.4,4.8,14.4,3.3,6.5,1,1
34696,1241.7,0.0,28.8,11.1,63.1,78.6,3,8
34697,217.0,59.4,2.9,5.2,13.4,29.9,1,2
34698,1134.9,9.3,5.4,5.3,7.8,14.0,1,1
34699,313.8,18.2,5.3,5.8,8.5,10.7,1,1
34700,11535.7,317.6,25.7,7.0,161.8,168.7,5,10
34701,293.7,49.4,19.4,7.9,9.6,12.3,1,1
34702,250.3,76.5,7.0,0.9,0.8,1.3,1,1
34703,191.9,88.0,0.6,0.1,1.0,1.1,1,1
34704,447.3,16.3,10.6,4.0,9.7,24.5,1,1
34705,210.3,75.8,0.5,0.7,1.0,4.3,1,1
34706,277.0,117.3,3.7,10.3,7.5,9.1,1,1
34707,303.8,25.0,74.7,7.6,6.0,6.9,1,1
34708,247.0,16.6,1.8,0.4,2.8,4.3,1,1
34709,390.5,25.4,22.6,0.8,19.8,24.4,2,2
34710,300.4,67.2,21.1,1.1,9.8,37.1,1,1
34711,250.3,114.4,3.7,6.6,3.4,9.0,1,1
34712,230.3,121.6,0.3,1.0,3.7,7.7,1,1
34713,4272.5,0.0,86.4,19.3,308.4,383.9,6,10
34714,210.3,64.4,1.3,2.3,1.2,2.5,1,1
34715,317.1,30.8,18.7,3.4,15.4,18.7,1,2
34716,283.7,51.5,18.5,2.8,6.3,7.8,1,1
34717,230.3,66.5,0.1,0.2,3.9,9.1,1,1
34718,474.0,22.0,3.3,1.7,4.7,9.7,1,1
34719,387.2,73.0,2.4,1.7,20.1,23.8,2,2
34720,233.7,17.4,0.2,0.1,0.5,0.9,1,1
34721,233.7,56.5,6.8,7.1,2.3,4.1,1,1
34722,300.4,35.8,7.6,2.1,2.7,3.9,1,1
34723,196.9,6.9,0.2,0.1,0.5,0.5,1,1
34724,280.4,53.6,1.9,0.9,2.9,6.8,1,1
34725,363.8,67.2,14.2,1.9,13.8,20.7,1,2
34726,1188.3,100.1,12.3,5.9,82.3,144.8,4,10
34727,587.5,25.0,4.8,1.9,14.6,44.7,1,2
34728,195.3,18.8,0.4,0.1,0.5,1.0,1,1
34729,205.3,68.7,0.2,0.3,69.6,280.1,4,9
34730,1268.4,44.0,19.5,5.5,58.0,71.7,3,7
34731,380.5,19.7,0.8,0.4,2.7,4.4,1,1
34732,317.1,48.6,12.3,2.9,3.5,4.0,1,1
34733,413.9,6.0,0.6,0.9,20.3,59.2,2,2
34734,454.0,33.3,3.5,1.5,41.7,128.2,3,4
34735,417.2,164.5,4.2,14.2,21.0,27.6,2,2
34736,8331.3,0.0,161.8,370.0,741.4,886.0,6,10
34737,293.7,63.7,5.7,0.6,14.5,21.7,1,2
34738,257.0,22.7,0.5,0.1,0.5,1.0,1,1
34739,714.3,32.5,13.7,2.4,13.7,46.2,1,2
34740,223.6,73.7,3.0,7.6,2.1,2.5,1,1
34741,507.4,24.3,45.2,0.3,18.6,32.3,2,2
34742,270.4,104.4,5.8,24.3,5.2,8.6,1,1
34743,270.4,90.1,5.3,5.2,4.4,5.7,1,1
34744,330.5,26.1,24.0,10.1,14.1,17.6,1,2
34745,714.3,32.5,13.7,2.4,13.7,46.2,1,2
34746,310.4,36.5,16.6,1.5,13.3,15.3,1,2
34747,273.7,75.1,3.4,3.7,10.9,23.8,1,1
34748,205.3,63.7,0.3,0.3,0.8,2.9,1,1
34749,243.7,53.6,1.5,1.9,0.8,1.8,1,1
34750,1735.7,6.9,60.3,43.4,21.8,25.6,2,2
34751,267.0,111.6,14.7,20.3,25.2,74.5,2,3
34752,290.4,93.0,1.1,7.6,10.9,14.7,1,1
34753,360.5,14.3,0.0,0.0,0.7,1.2,1,1
34754,243.7,38.6,1.4,0.4,7.8,19.6,1,1
34755,280.4,74.4,1.8,0.4,1.1,1.2,1,1
34756,186.9,30.8,0.9,1.2,1.3,2.6,1,1
34757,3418.0,28.3,13.7,7.6,48.7,119.5,3,6
34758,175.2,1.5,1.2,0.9,0.6,0.8,1,1
34759,310.4,60.1,8.2,2.6,2.9,4.6,1,1
34760,580.8,20.2,47.3,6.2,16.9,22.6,2,2
34761,447.3,13.6,5.2,3.9,3.6,6.0,1,1
34762,267.0,98.7,0.5,0.6,95.3,243.6,4,10
34763,701.0,55.1,16.8,1.3,44.8,58.5,3,5
34764,687.6,0.4,74.0,20.7,25.6,28.6,2,3
34765,370.5,63.7,3.9,9.3,9.8,15.3,1,1
34766,267.0,87.3,5.6,4.7,1.5,3.2,1,1
34767,230.3,62.2,1.1,1.2,1.0,2.6,1,1
34768,527.4,127.3,1.7,99.2,56.1,68.0,3,7
34769,250.3,68.0,0.1,0.3,89.0,210.9,4,10
34770,377.2,58.7,0.8,1.9,83.6,233.4,4,10
34771,227.0,68.7,2.7,4.7,3.9,9.8,1,1
34772,640.9,183.1,3.7,7.9,19.2,31.3,2,2
34773,303.8,77.3,8.8,0.5,3.2,4.5,1,1
34774,237.0,76.5,0.9,1.6,1.3,3.4,1,1
34775,487.3,21.8,45.2,8.6,32.9,39.9,2,3
34776,447.3,73.0,3.1,17.4,0.5,0.6,1,1
34777,1428.6,27.2,42.5,17.6,96.8,128.7,4,10
34778,5767.8,0.0,30.5,34.3,125.6,181.6,4,10
34779,827.8,0.0,96.0,78.2,13.4,18.0,1,2
34780,287.1,93.0,25.7,61.0,5.2,14.7,1,1
34781,223.6,59.4,5.1,2.0,1.1,1.3,1,1
34782,247.0,134.5,6.3,10.5,18.6,66.4,2,2
34783,303.8,77.3,8.8,0.5,3.2,4.5,1,1
34784,554.1,131.6,4.8,14.2,12.0,18.7,1,2
34785,393.9,0.3,73.3,20.7,5.3,9.2,1,1
34786,250.3,80.1,22.6,20.7,12.6,48.9,1,2
34787,340.5,35.8,20.1,24.3,19.2,20.5,2,2
34788,1695.6,5.0,25.0,7.3,63.1,107.1,3,8
34789,201.9,18.4,0.0,0.1,0.7,1.6,1,1
34790,263.7,130.2,7.9,21.9,23.9,79.0,2,2
34791,514.0,55.8,64.4,24.1,33.9,36.2,2,3
34792,1348.5,10.6,11.8,1.5,59.6,76.1,3,8
34793,701.0,1.5,23.3,1.6,37.6,44.6,2,4
34794,263.7,110.2,9.8,29.3,28.7,47.2,2,3
34795,237.0,68.7,4.5,2.6,9.6,10.8,1,1
34796,300.4,31.1,0.3,0.1,1.1,3.0,1,1
34797,427.3,16.6,3.5,0.6,32.2,34.6,2,3
34798,357.2,22.0,18.7,1.4,19.2,20.4,2,2
34799,317.1,11.2,15.1,1.0,5.0,7.1,1,1
34800,283.7,14.0,54.2,1.7,11.8,12.7,1,1
34801,1094.8,4.3,12.9,5.8,31.3,46.9,2,3
34802,223.6,15.4,1.1,0.5,1.7,3.1,1,1
34803,4966.7,0.0,76.1,87.7,62.5,85.6,3,8
34804,257.0,83.0,0.3,0.4,19.8,24.8,2,2
34805,297.1,52.9,0.3,0.3,52.3,163.6,3,6
34806,247.0,80.1,1.3,0.2,1.8,3.7,1,1
34807,190.3,22.9,0.0,0.3,3.2,8.0,1,1
34808,247.0,84.4,0.5,0.6,145.8,753.4,4,10
34809,220.3,24.0,2.6,2.3,1.3,4.0,1,1
34810,1388.6,90.8,62.4,78.2,44.1,54.9,3,5
34811,200.3,37.9,0.0,0.3,2.0,4.3,1,1
34812,273.7,85.8,12.7,3.7,3.7,4.2,1,1
34813,270.4,59.4,9.8,1.3,1.8,2.6,1,1
34814,854.5,22.5,37.4,43.9,54.7,55.5,3,7
34815,240.3,69.4,4.2,1.7,2.7,3.9,1,1
34816,230.3,101.6,0.4,0.7,3.5,8.4,1,1
34817,333.8,33.3,2.2,1.7,3.7,7.9,1,1
34818,821.1,41.1,10.7,2.6,39.7,50.1,2,4
34819,267.0,20.6,1.3,2.2,2.3,2.8,1,1
34820,383.9,27.9,11.0,1.5,83.0,90.3,4,10
34821,1321.8,34.3,27.8,6.8,88.8,173.6,4,10
34822,320.4,28.6,40.4,5.1,8.9,10.9,1,1
34823,200.3,30.0,0.5,0.4,1.3,4.5,1,1
34824,243.7,65.8,1.1,2.4,1.2,2.1,1,1
34825,380.5,66.5,2.4,1.0,36.5,91.0,2,4
34826,474.0,34.7,4.1,0.4,38.2,76.1,2,4
34827,680.9,25.4,27.4,9.4,82.6,96.8,4,10
34828,253.7,80.8,8.6,11.9,10.6,11.9,1,1
34829,243.7,80.1,5.1,2.3,0.7,1.2,1,1
34830,220.3,95.8,0.5,0.7,11.0,29.9,1,1
34831,2376.6,1.3,94.6,5.5,117.5,163.3,4,10
34832,250.3,62.9,0.1,0.3,4.7,9.0,1,1
34833,205.3,3.3,0.0,0.0,0.5,0.5,1,1
34834,260.4,56.5,2.1,4.7,2.7,8.9,1,1
34835,307.1,0.5,16.1,11.6,10.6,11.9,1,1
34836,313.8,19.1,0.1,0.0,0.5,0.5,1,1
34837,253.7,45.4,4.0,3.9,4.9,18.3,1,1
34838,1281.7,12.5,47.3,18.1,35.0,56.3,2,3
34839,340.5,15.9,13.0,4.7,7.2,9.3,1,1
34840,233.7,93.0,1.9,0.9,1.4,3.3,1,1
34841,273.7,74.4,40.1,13.8,6.1,16.2,1,1
34842,287.1,65.1,7.6,0.8,9.4,15.1,1,1
34843,357.2,42.9,43.2,30.0,18.8,24.0,2,2
34844,383.9,21.6,1.9,0.9,6.8,13.8,1,1
34845,201.9,64.4,0.1,0.1,0.9,2.4,1,1
34846,203.6,62.2,0.0,0.1,0.9,2.8,1,1
34847,208.6,70.1,0.5,0.7,1.6,5.1,1,1
34848,223.6,12.2,0.5,0.3,0.5,1.3,1,1
34849,233.7,97.3,1.7,0.8,4.1,6.6,1,1
34850,297.1,52.9,18.2,4.1,6.6,8.8,1,1
34851,247.0,171.7,12.5,39.1,49.0,162.8,3,6
34852,223.6,65.8,0.6,0.7,88.5,260.3,4,10
34853,260.4,83.0,5.7,16.2,12.1,17.3,1,2
34854,243.7,31.8,0.4,0.3,1.3,3.6,1,1
34855,263.7,50.8,0.1,0.1,50.2,117.8,3,6
34856,567.4,4.8,29.1,10.0,6.6,16.8,1,1
34857,343.8,23.3,26.1,4.1,20.2,25.0,2,2
34858,427.3,50.8,34.3,3.3,13.2,19.9,1,2
34859,220.3,2.8,4.5,1.7,0.8,0.9,1,1
34860,300.4,31.5,0.7,0.7,3.4,9.7,1,1
34861,343.8,90.1,13.9,24.3,16.5,24.8,2,2
34862,2510.1,0.0,157.7,156.4,93.7,112.0,4,10
34863,223.6,60.8,0.2,0.1,27.1,100.9,2,3
34864,594.1,7.3,58.3,3.5,8.8,11.8,1,1
34865,1188.3,39.3,39.1,15.3,29.4,35.7,2,3
34866,307.1,78.7,3.6,1.4,35.7,144.4,2,3
34867,220.3,53.6,0.0,0.1,4.9,14.6,1,1
34868,307.1,53.6,11.7,5.5,3.2,4.4,1,1
34869,330.5,40.1,14.7,2.4,13.4,14.3,1,2
34870,247.0,74.4,19.4,8.2,15.0,42.0,1,2
34871,337.1,77.3,4.5,10.4,5.3,6.0,1,1
34872,293.7,9.2,0.8,0.1,1.3,4.2,1,1
34873,907.9,29.3,32.9,21.9,28.6,47.6,2,3
34874,420.6,49.4,0.9,0.2,1.7,1.8,1,1
34875,353.8,37.9,17.5,1.5,5.1,7.7,1,1
34876,210.3,8.8,0.0,0.0,0.5,1.8,1,1
34877,217.0,58.7,0.5,0.3,1.7,5.7,1,1
34878,283.7,65.1,1.8,0.2,0.7,1.1,1,1
34879,988.0,0.0,126.1,74.4,101.3,112.8,4,10
34880,253.7,81.5,16.1,7.5,22.9,97.5,2,2
34881,257.0,9.2,0.0,0.1,0.5,1.5,1,1
34882,1642.2,12.0,14.2,4.8,58.1,83.9,3,7
34883,297.1,40.8,24.0,14.1,15.3,19.3,1,2
34884,233.7,123.0,0.4,1.3,9.5,20.6,1,1
34885,260.4,53.6,28.8,12.0,3.2,4.5,1,1
34886,360.5,39.7,14.6,0.1,3.7,4.2,1,1
34887,310.4,73.7,4.0,11.3,4.5,6.4,1,1
34888,347.1,0.1,39.8,2.7,17.3,27.6,2,2
34889,200.3,19.3,0.1,0.1,1.1,1.6,1,1
34890,243.7,82.3,5.0,16.0,3.6,7.4,1,1
34891,1949.3,0.0,55.5,23.8,137.6,157.8,4,10
34892,203.6,66.5,6.6,12.3,10.5,23.0,1,1
34893,1588.8,14.8,8.3,7.5,13.7,23.5,1,2
34894,343.8,36.8,5.6,6.5,11.5,15.5,1,1
34895,2883.9,71.5,26.7,0.7,27.5,30.6,2,3
34896,263.7,66.5,12.0,6.1,5.0,6.4,1,1
34897,230.3,97.3,3.6,0.8,1.2,2.6,1,1
34898,195.3,101.6,2.0,0.5,3.5,4.1,1,1
34899,360.5,24.3,6.3,2.4,7.0,20.1,1,1
34900,213.6,65.8,0.6,0.8,1.0,3.7,1,1
34901,447.3,145.9,16.8,35.8,26.8,31.7,2,3
34902,317.1,35.8,72.7,6.7,11.9,12.8,1,1
34903,243.7,13.4,1.7,0.1,8.2,13.2,1,1
34904,353.8,58.7,16.6,6.3,16.4,19.4,2,2
34905,587.5,0.1,85.7,4.0,14.8,30.6,1,2
34906,257.0,120.2,2.0,3.0,3.4,12.6,1,1
34907,280.4,128.8,23.0,52.5,10.7,32.7,1,1
34908,2162.9,2.9,52.1,12.4,154.8,217.1,5,10
34909,212.0,68.0,1.4,2.7,1.2,4.5,1,1
34910,400.5,20.2,37.4,9.1,7.7,9.8,1,1
34911,273.7,52.2,11.3,0.9,3.8,4.1,1,1
34912,247.0,73.7,0.2,0.3,5.9,10.9,1,1
34913,447.3,27.5,2.4,1.7,6.1,8.9,1,1
34914,403.9,76.5,2.1,2.0,32.4,36.8,2,3
34915,260.4,48.6,0.3,0.6,3.1,4.8,1,1
34916,230.3,66.5,8.3,19.1,2.7,4.2,1,1
34917,433.9,69.4,16.3,4.7,11.9,13.6,1,1
34918,217.0,5.5,0.1,0.1,0.5,0.5,1,1
34919,694.3,19.7,11.1,2.6,5.7,7.0,1,1
34920,307.1,77.3,8.7,1.1,15.7,20.0,2,2
34921,440.6,72.2,2.6,1.7,46.7,146.6,3,5
34922,587.5,22.7,4.7,1.4,12.3,36.1,1,2
34923,208.6,17.9,0.1,0.0,0.5,0.7,1,1
34924,208.6,91.6,0.2,0.3,20.9,73.9,2,2
34925,3364.6,57.9,47.3,21.7,173.6,226.6,5,10
34926,407.2,17.5,1.0,0.5,1.1,2.8,1,1
34927,253.7,86.6,0.3,0.1,0.5,0.5,1,1
34928,350.5,5.1,0.1,0.2,10.6,32.9,1,1
34929,370.5,39.7,1.5,0.8,33.5,107.2,2,3
34930,407.2,151.6,4.4,15.0,19.4,25.7,2,2
34931,1121.5,1.1,89.1,62.9,70.4,100.9,4,9
34932,283.7,78.0,4.0,1.0,22.8,27.1,2,2
34933,257.0,22.5,0.4,0.1,0.5,0.9,1,1
34934,487.3,32.9,7.0,0.9,5.1,26.0,1,1
34935,220.3,47.9,3.5,7.8,1.5,2.3,1,1
34936,387.2,33.3,23.7,1.8,23.7,28.3,2,2
34937,270.4,88.0,7.1,21.9,6.2,12.1,1,1
34938,280.4,100.1,3.9,5.7,13.8,15.5,1,2
34939,333.8,55.1,16.6,4.8,10.8,13.6,1,1
34940,487.3,32.9,7.0,0.9,5.1,26.0,1,1
34941,293.7,76.5,12.2,3.5,15.7,17.0,2,2
34942,263.7,72.2,3.9,4.5,12.0,25.8,1,2
34943,210.3,60.8,0.3,0.3,0.8,2.6,1,1
34944,240.3,73.7,1.4,1.8,1.6,3.8,1,1
34945,2723.7,0.9,52.1,64.9,30.7,34.3,2,3
34946,293.7,113.0,24.0,33.9,30.7,87.0,2,3
34947,303.8,76.5,1.0,3.8,11.4,15.5,1,1
34948,373.8,17.7,0.0,0.0,0.7,0.9,1,1
34949,212.0,47.2,0.6,0.2,9.6,30.0,1,1
34950,263.7,69.4,3.0,0.7,2.5,3.1,1,1
34951,217.0,63.7,0.0,0.0,54.2,216.9,3,7
34952,3631.6,40.8,11.8,7.6,73.7,185.8,4,10
34953,191.9,0.7,5.0,2.9,3.7,3.9,1,1
34954,270.4,73.7,4.9,1.2,2.7,4.3,1,1
34955,337.1,30.0,18.2,2.7,5.6,7.4,1,1
34956,574.1,11.6,8.6,6.3,9.8,13.9,1,1
34957,253.7,117.3,0.5,1.4,131.0,282.3,4,10
34958,660.9,57.2,18.7,0.9,45.8,58.3,3,5
34959,347.1,46.5,26.1,10.7,16.5,18.2,2,2
34960,400.5,85.1,3.1,9.5,14.4,19.9,1,2
34961,260.4,111.6,7.1,6.6,7.6,16.2,1,1
34962,227.0,65.8,1.1,1.3,1.3,4.0,1,1
34963,333.8,62.2,1.0,17.9,15.1,23.3,1,2
34964,223.6,88.7,0.1,1.0,86.2,191.8,4,10
34965,220.3,57.2,0.1,0.1,60.0,222.8,3,8
34966,220.3,71.5,2.2,4.2,1.7,5.4,1,1
34967,527.4,121.6,4.6,6.3,9.3,18.6,1,1
34968,821.1,31.5,48.0,4.8,21.9,24.0,2,2
34969,233.7,57.2,1.1,0.7,1.2,3.6,1,1
34970,283.7,79.4,11.0,4.4,11.3,15.7,1,1
34971,247.0,91.6,0.5,2.2,0.5,0.6,1,1
34972,2189.6,0.6,56.2,25.5,149.3,200.5,4,10
34973,12497.0,0.0,54.8,58.2,303.7,412.9,6,10
34974,1188.3,0.0,102.8,79.2,15.3,21.8,1,2
34975,303.8,104.4,17.5,22.2,3.4,8.7,1,1
34976,237.0,70.8,1.6,1.0,0.5,0.6,1,1
34977,240.3,128.8,4.9,2.4,11.2,44.0,1,1
34978,821.1,31.5,48.0,4.8,21.9,24.0,2,2
34979,640.9,123.0,6.4,13.6,12.1,18.0,1,2
34980,390.5,0.0,62.4,28.4,9.0,12.1,1,1
34981,220.3,98.7,10.4,17.4,9.2,38.2,1,1
34982,390.5,39.7,27.8,34.8,26.6,27.5,2,3
34983,654.2,26.5,8.4,4.7,13.5,31.1,1,2
34984,203.6,21.8,0.0,0.1,1.0,2.5,1,1
34985,283.7,141.6,5.7,7.9,13.9,54.5,1,2
34986,627.5,18.6,87.7,51.0,40.8,44.8,3,4
34987,1735.7,2.0,20.1,3.0,51.2,72.4,3,6
34988,363.8,72.2,9.3,1.8,8.0,11.2,1,1
34989,253.7,125.9,5.9,21.2,14.9,30.6,1,2
34990,250.3,104.4,3.1,6.7,16.1,17.6,2,2
34991,277.0,32.5,0.2,0.2,1.8,3.8,1,1
34992,420.6,22.4,3.9,2.7,36.0,38.8,2,4
34993,313.8,65.1,6.9,1.3,20.0,20.9,2,2
34994,350.5,55.8,13.4,5.3,8.5,12.7,1,1
34995,280.4,77.3,16.1,3.0,16.9,18.0,2,2
34996,547.4,3.8,4.1,1.7,11.9,17.5,1,1
34997,227.0,24.0,1.0,0.6,1.6,3.9,1,1
34998,5340.6,0.0,77.5,38.6,82.5,115.9,4,10
34999,307.1,97.3,0.5,0.7,12.7,19.3,1,2
35000,263.7,58.7,0.2,0.2,56.1,199.4,3,7
35001,250.3,90.8,0.8,0.2,33.1,168.7,2,3
35002,188.6,30.0,0.0,0.4,2.9,12.1,1,1
35003,317.1,94.4,1.0,1.2,140.0,647.3,4,10
35004,233.7,27.9,3.3,2.4,2.6,9.0,1,1
35005,721.0,27.9,39.4,52.9,38.7,46.9,2,4
35006,188.6,24.0,0.0,0.5,4.3,16.5,1,1
35007,373.8,51.5,32.6,8.1,7.9,8.6,1,1
35008,247.0,73.0,5.2,0.8,1.3,1.8,1,1
35009,961.3,32.2,42.8,56.3,68.7,73.6,4,9
35010,247.0,84.4,4.3,2.1,2.9,6.5,1,1
35011,230.3,104.4,0.5,0.9,4.2,9.4,1,1
35012,323.8,34.3,1.9,1.7,3.8,9.4,1,1
35013,854.5,35.8,10.7,1.6,46.5,59.7,3,5
35014,237.0,20.4,1.0,1.7,2.9,4.1,1,1
35015,403.9,50.8,7.0,1.8,132.7,137.1,4,10
35016,1628.9,39.0,34.6,10.3,126.8,233.9,4,10
35017,303.8,27.2,31.2,1.6,4.9,5.4,1,1
35018,205.3,14.8,5.6,2.4,1.4,2.4,1,1
35019,233.7,57.9,1.0,2.0,1.1,2.7,1,1
35020,300.4,73.7,0.7,0.6,47.9,175.2,3,5
35021,467.3,47.9,2.1,0.3,36.2,79.7,2,4
35022,283.7,98.7,4.4,8.6,4.0,6.7,1,1
35023,240.3,101.6,3.2,6.1,5.0,5.5,1,1
