id,country,location_name,latitude,longitude,timezone
32157,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
32158,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
32159,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
32160,Venezuela,Caracas,10.5,-66.92,America/Caracas
32161,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
32162,Yemen,Sanaa,15.35,44.21,Asia/Aden
32163,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
32164,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
32165,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
32166,Albania,Tirana,41.33,19.82,Europe/Tirane
32167,Algeria,Algiers,36.76,3.05,Africa/Algiers
32168,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
32169,Angola,Luanda,-8.84,13.23,Africa/Luanda
32170,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
32171,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
32172,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
32173,Australia,Canberra,-35.28,149.22,Australia/Sydney
32174,Austria,Vienna,48.2,16.37,Europe/Vienna
32175,Azerbaijan,Baku,40.4,49.88,Asia/Baku
32176,Bahamas,Nassau,25.08,-77.35,America/Nassau
32177,Bahrain,Manama,26.24,50.58,Asia/Bahrain
32178,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
32179,Barbados,Bridgetown,13.1,-59.62,America/Barbados
32180,Belarus,Minsk,53.9,27.57,Europe/Minsk
32181,Belgium,Brussels,50.83,4.33,Europe/Brussels
32182,Belize,Belmopan,17.25,-88.77,America/Belize
32183,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
32184,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
32185,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
32186,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
32187,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
32188,Brazil,Bras,-2.08,-58.17,America/Manaus
32189,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
32190,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
32191,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
32192,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
32193,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
32194,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
32195,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
32196,Cameroon,Douala,4.05,9.7,Africa/Douala
32197,Canada,Ottawa,45.42,-75.7,America/Toronto
32198,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
32199,Chad,N'djamena,12.11,15.05,Africa/Douala
32200,Chile,Santiago,-33.45,-70.67,America/Santiago
32201,China,Beijing,39.93,116.39,Asia/Shanghai
32202,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
32203,Comoros,Moroni,-11.7,43.24,Indian/Comoro
32204,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
32205,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
32206,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
32207,Cuba,Havana,23.13,-82.36,America/Havana
32208,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
32209,Czech Republic,Prague,50.08,14.47,Europe/Prague
32210,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
32211,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
32212,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
32213,Dominica,Roseau,15.3,-61.4,America/Dominica
32214,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
32215,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
32216,Egypt,Cairo,30.05,31.25,Africa/Cairo
32217,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
32218,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
32219,Eritrea,Asmara,15.33,38.93,Africa/Asmara
32220,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
32221,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
32222,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
32223,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
32224,Finland,Helsinki,60.18,24.93,Europe/Helsinki
32225,France,Paris,48.87,2.33,Europe/Paris
32226,Gabon,Libreville,0.38,9.45,Africa/Libreville
32227,Gambia,Banjul,13.45,-16.58,Africa/Banjul
32228,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
32229,Germany,Berlin,52.52,13.4,Europe/Berlin
32230,Ghana,Accra,5.55,-0.22,Africa/Accra
32231,Greece,Athens,37.98,23.72,Europe/Athens
32232,Grenada,Saint George's,12.05,-61.75,America/Grenada
32233,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
32234,Guinea,Conakry,9.51,-13.71,Africa/Conakry
32235,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
32236,Guyana,Georgetown,6.8,-58.17,America/Guyana
32237,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
32238,Vatican City,Vatican City,41.9,12.45,Europe/Rome
32239,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
32240,Hungary,Budapest,47.5,19.08,Europe/Budapest
32241,Iceland,Grindavik,63.83,-22.43,Atlantic/Reykjavik
32242,India,New Delhi,28.6,77.2,Asia/Kolkata
32243,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
32244,Iran,Tehran,35.73,51.33,Asia/Tehran
32245,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
32246,Ireland,Dublin,53.33,-6.25,Europe/Dublin
32247,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
32248,Italy,Rome,41.9,12.48,Europe/Rome
32249,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
32250,Japan,Tokyo,35.69,139.69,Asia/Tokyo
32251,Jordan,Amman,31.95,35.93,Asia/Amman
32252,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
32253,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
32254,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
32255,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
32256,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
32257,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
32258,Latvia,Riga,56.95,24.1,Europe/Riga
32259,Lebanon,Beirut,33.87,35.51,Asia/Beirut
32260,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
32261,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
32262,Thailand,Nan,18.78,100.78,Asia/Bangkok
32263,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
32264,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
32265,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
32266,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
32267,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
32268,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
32269,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
32270,Mali,Bamako,12.65,-8.0,Africa/Bamako
32271,Malta,Valletta,35.9,14.51,Europe/Malta
32272,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
32273,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
32274,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
32275,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
32276,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
32277,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
32278,Monaco,Monaco,43.73,7.42,Europe/Monaco
32279,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
32280,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
32281,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
32282,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
32283,Myanmar,Rangoon,16.78,96.17,Asia/Yangon
32284,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
32285,Turkey,Yaren,39.55,27.62,Europe/Istanbul
32286,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
32287,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
32288,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
32289,Nicaragua,Managua,12.15,-86.27,America/Managua
32290,Niger,Niamey,13.52,2.12,Africa/Niamey
32291,Nigeria,Abuja,9.18,7.18,Africa/Lagos
32292,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
32293,Macedonia,Skopje,42.0,21.43,Europe/Skopje
32294,Norway,Oslo,59.92,10.75,Europe/Oslo
32295,Oman,Muscat,23.61,58.59,Asia/Muscat
32296,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
32297,Palau,Garurudo,7.63,134.64,Pacific/Palau
32298,Bolivia,National,-11.18,-67.08,America/La_Paz
32299,Panama,Panama City,8.97,-79.53,America/Panama
32300,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
32301,Paraguay,Gimenez,-20.07,-58.22,America/Asuncion
32302,Peru,Lima,-12.05,-77.05,America/Lima
32303,Philippines,Manila,14.6,120.98,Asia/Manila
32304,Poland,Warsaw,52.25,21.0,Europe/Warsaw
32305,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
32306,Qatar,Doha,25.29,51.53,Asia/Qatar
32307,Romania,Bucharest,44.43,26.1,Europe/Bucharest
32308,Russia,Moscow,55.75,37.62,Europe/Moscow
32309,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
32310,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
32311,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
32312,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
32313,Samoa,Apia,-13.83,-171.73,Pacific/Apia
32314,San Marino,San Marino,43.93,12.45,Europe/Rome
32315,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels
32316,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
32317,Senegal,Dakar,14.67,-17.44,Africa/Dakar
32318,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
32319,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
32320,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
32321,Singapore,Singapore,1.29,103.86,Asia/Singapore
32322,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
32323,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
32324,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
32325,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
32326,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
32327,South Korea,Seoul,37.57,127.0,Asia/Seoul
32328,Sudan,Juba,12.15,24.45,Africa/Khartoum
32329,Spain,Madrid,40.4,-3.68,Europe/Madrid
32330,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
32331,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
32332,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
32333,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
32334,Switzerland,Bern,46.92,7.47,Europe/Zurich
32335,Syria,Damascus,33.5,36.3,Asia/Damascus
32336,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
32337,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
32338,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
32339,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
32340,Slovenia,Lom,46.13,13.75,Europe/Ljubljana
32341,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
32342,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
32343,Tunisia,Tunis,36.8,10.18,Africa/Tunis
32344,Turkey,Ankara,39.93,32.86,Europe/Istanbul
32345,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
32346,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
32347,Uganda,Kampala,0.32,32.57,Africa/Kampala
32348,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
32349,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
32350,United Kingdom,London,51.52,-0.11,Europe/London
32351,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
32352,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
32353,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
32354,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
32355,Venezuela,Caracas,10.5,-66.92,America/Caracas
32356,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
32357,Yemen,Sanaa,15.35,44.21,Asia/Aden
32358,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
32359,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
32360,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
32361,Albania,Tirana,41.33,19.82,Europe/Tirane
32362,Algeria,Algiers,36.76,3.05,Africa/Algiers
32363,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
32364,Angola,Luanda,-8.84,13.23,Africa/Luanda
32365,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
32366,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
32367,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
32368,Australia,Canberra,-35.28,149.22,Australia/Sydney
32369,Austria,Vienna,48.2,16.37,Europe/Vienna
32370,Azerbaijan,Baku,40.4,49.88,Asia/Baku
32371,Bahamas,Nassau,25.08,-77.35,America/Nassau
32372,Bahrain,Manama,26.24,50.58,Asia/Bahrain
32373,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
32374,Barbados,Bridgetown,13.1,-59.62,America/Barbados
32375,Belarus,Minsk,53.9,27.57,Europe/Minsk
32376,Belgium,Brussels,50.83,4.33,Europe/Brussels
32377,Belize,Belmopan,17.25,-88.77,America/Belize
32378,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
32379,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
32380,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
32381,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
32382,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
32383,Brazil,Bras,-2.08,-58.17,America/Manaus
32384,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
32385,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
32386,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
32387,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
32388,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
32389,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
32390,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
32391,Cameroon,Yaounde,3.87,11.52,Africa/Douala
32392,Canada,Ottawa,45.42,-75.7,America/Toronto
32393,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
32394,Chad,N'djamena,12.11,15.05,Africa/Douala
32395,Chile,Santiago,-33.45,-70.67,America/Santiago
32396,China,Beijing,39.93,116.39,Asia/Shanghai
32397,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
32398,Comoros,Moroni,-11.7,43.24,Indian/Comoro
32399,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
32400,Costa Rica,San Rafael,9.88,-84.08,America/Costa_Rica
32401,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
32402,Cuba,Havana,23.13,-82.36,America/Havana
32403,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
32404,Czech Republic,Prague,50.08,14.47,Europe/Prague
32405,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
32406,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
32407,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
32408,Dominica,Roseau,15.3,-61.4,America/Dominica
32409,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
32410,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
32411,Egypt,Cairo,30.05,31.25,Africa/Cairo
32412,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
32413,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
32414,Eritrea,Asmara,15.33,38.93,Africa/Asmara
32415,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
32416,Senegal,Mbabane,14.48,-15.27,Africa/Dakar
32417,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
32418,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
32419,Finland,Helsinki,60.18,24.93,Europe/Helsinki
32420,France,Paris,48.87,2.33,Europe/Paris
32421,Gabon,Libreville,0.38,9.45,Africa/Libreville
32422,Gambia,Banjul,13.45,-16.58,Africa/Banjul
32423,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
32424,Germany,Berlin,52.52,13.4,Europe/Berlin
32425,Ghana,Accra,5.55,-0.22,Africa/Accra
32426,Greece,Athens,37.98,23.72,Europe/Athens
32427,Grenada,Saint George's,12.05,-61.75,America/Grenada
32428,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
32429,Guinea,Conakry,9.51,-13.71,Africa/Conakry
32430,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
32431,Guyana,Georgetown,6.8,-58.17,America/Guyana
32432,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
32433,Vatican City,Vatican City,41.9,12.45,Europe/Rome
32434,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
32435,Hungary,Budapest,47.5,19.08,Europe/Budapest
32436,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik
32437,India,New Delhi,28.6,77.2,Asia/Kolkata
32438,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
32439,Iran,Tehran,35.73,51.33,Asia/Tehran
32440,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
32441,Ireland,Dublin,53.33,-6.25,Europe/Dublin
32442,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
32443,Italy,Rome,41.9,12.48,Europe/Rome
32444,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
32445,Japan,Tokyo,35.69,139.69,Asia/Tokyo
32446,Jordan,Amman,31.95,35.93,Asia/Amman
32447,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
32448,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
32449,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
32450,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
32451,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
32452,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
32453,Latvia,Riga,56.95,24.1,Europe/Riga
32454,Lebanon,Beirut,33.87,35.51,Asia/Beirut
32455,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
32456,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
32457,Thailand,Nan,18.78,100.78,Asia/Bangkok
32458,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
32459,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
32460,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
32461,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
32462,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
32463,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
32464,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
32465,Mali,Bamako,12.65,-8.0,Africa/Bamako
32466,Malta,Valletta,35.9,14.51,Europe/Malta
32467,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
32468,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
32469,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
32470,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
32471,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
32472,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
32473,Monaco,Monaco,43.73,7.42,Europe/Monaco
32474,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
32475,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
32476,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
32477,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
32478,Myanmar,Bago,17.33,96.48,Asia/Yangon
32479,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
32480,Turkey,Yaren,39.55,27.62,Europe/Istanbul
32481,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
32482,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
32483,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
32484,Nicaragua,Managua,12.15,-86.27,America/Managua
32485,Niger,Niamey,13.52,2.12,Africa/Niamey
32486,Nigeria,Abuja,9.18,7.18,Africa/Lagos
32487,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
32488,Macedonia,Skopje,42.0,21.43,Europe/Skopje
32489,Norway,Oslo,59.92,10.75,Europe/Oslo
32490,Oman,Muscat,23.61,58.59,Asia/Muscat
32491,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
32492,Palau,Adkip,7.36,134.51,Pacific/Palau
32493,Bolivia,National,-11.18,-67.08,America/La_Paz
32494,Panama,Panama City,8.97,-79.53,America/Panama
32495,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
32496,Paraguay,Gimenez,-20.07,-58.22,America/Asuncion
32497,Peru,Lima,-12.05,-77.05,America/Lima
32498,Philippines,Manila,14.6,120.98,Asia/Manila
32499,Poland,Warsaw,52.25,21.0,Europe/Warsaw
32500,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
32501,Qatar,Doha,25.29,51.53,Asia/Qatar
32502,Romania,Bucharest,44.43,26.1,Europe/Bucharest
32503,Russia,Moscow,55.75,37.62,Europe/Moscow
32504,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
32505,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
32506,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
32507,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
32508,Samoa,Apia,-13.83,-171.73,Pacific/Apia
32509,San Marino,San Marino,43.93,12.45,Europe/Rome
32510,Switzerland,S-Chanf,46.62,9.98,Europe/Zurich
32511,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
32512,Senegal,Dakar,14.67,-17.44,Africa/Dakar
32513,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
32514,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
32515,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
32516,Singapore,Singapore,1.29,103.86,Asia/Singapore
32517,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
32518,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
32519,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
32520,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
32521,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
32522,South Korea,Seoul,37.57,127.0,Asia/Seoul
32523,Sudan,Juba,12.15,24.45,Africa/Khartoum
32524,Spain,Madrid,40.4,-3.68,Europe/Madrid
32525,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
32526,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
32527,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
32528,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
32529,Switzerland,Bern,46.92,7.47,Europe/Zurich
32530,Syria,Damascus,33.5,36.3,Asia/Damascus
32531,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
32532,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
32533,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
32534,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
32535,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
32536,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
32537,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
32538,Tunisia,Tunis,36.8,10.18,Africa/Tunis
32539,Turkey,Ankara,39.93,32.86,Europe/Istanbul
32540,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
32541,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
32542,Uganda,Kampala,0.32,32.57,Africa/Kampala
32543,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
32544,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
32545,United Kingdom,London,51.52,-0.11,Europe/London
32546,United States of America,Washington Harbor,48.08,-123.04,America/Los_Angeles
32547,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
32548,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
32549,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
32550,Venezuela,Caracas,10.5,-66.92,America/Caracas
32551,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
32552,Yemen,Sanaa,15.35,44.21,Asia/Aden
32553,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
32554,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
32555,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
32556,Albania,Tirana,41.33,19.82,Europe/Tirane
32557,Algeria,Algiers,36.76,3.05,Africa/Algiers
32558,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
32559,Angola,Luanda,-8.84,13.23,Africa/Luanda
32560,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
32561,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
32562,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
32563,Australia,Canberra,-35.28,149.22,Australia/Sydney
32564,Austria,Vienna,48.2,16.37,Europe/Vienna
32565,Azerbaijan,Baku,40.4,49.88,Asia/Baku
32566,Bahamas,Nassau,25.08,-77.35,America/Nassau
32567,Bahrain,Manama,26.24,50.58,Asia/Bahrain
32568,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
32569,Barbados,Bridgetown,13.1,-59.62,America/Barbados
32570,Belarus,Minsk,53.9,27.57,Europe/Minsk
32571,Belgium,Brussels,50.83,4.33,Europe/Brussels
32572,Belize,Belmopan,17.25,-88.77,America/Belize
32573,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
32574,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
32575,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
32576,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
32577,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
32578,Brazil,Bras,-2.08,-58.17,America/Manaus
32579,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
32580,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
32581,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
32582,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
32583,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
